chromosome,gene,location,ltr,ncbi_gene_id,note,orientation_in_gene,orientation_in_reference,sample/original_id,sample/pubmed_id,source_name
11,,274033,3p,,,,F,G13FKHM01BYIJQ,23953889,NCI-RID
11,,274129,3p,,,,F,G13FKHM01APTTQ,23953889,NCI-RID
11,,274856,3p,,,,R,GXIEMIS01AQGWC,23953889,NCI-RID
11,,276724,3p,,,,R,G13FKHM01B1CGX,23953889,NCI-RID
11,,285669,3p,,,,R,5O55L:01702:00945,23953889,NCI-RID
11,,309418,5p,,,,F,RSHY_106BN_69_035,23953889,NCI-RID
11,,328027,3p,,,,R,5O55L:01650:00579,23953889,NCI-RID
11,,334371,3p,,,,R,5O55L:01359:02553,23953889,NCI-RID
11,,335057,3p,,,,R,5O55L:02470:01910,23953889,NCI-RID
11,,336827,3p,,,,R,5O55L:02218:01168,23953889,NCI-RID
11,,340256,3p,,,,F,5O55L:02389:00668,23953889,NCI-RID
11,,342875,3p,,,,R,G13FKHM01ABCIO,23953889,NCI-RID
11,ANO9,422156,3p,338440,,R,F,G13FKHM01BVV7J,23953889,NCI-RID
11,ANO9,422446,3p,338440,,R,R,GXIEMIS01BLYMG,23953889,NCI-RID
11,ANO9,427127,3p,338440,,R,R,GXIEMIS01BS9WY,23953889,NCI-RID
11,PTDSS2,464448,3p,81490,,F,R,5O55L:02497:01046,23953889,NCI-RID
11,,511984,3p,,,,R,G13FKHM01BDP0S,23953889,NCI-RID
11,,512848,3p,,,,R,G13FKHM01BBVZ2,23953889,NCI-RID
11,HRAS,532534,5p,3265,,R,R,RSHY_106G2_10L_055,23953889,NCI-RID
11,,631401,3p,,,,R,5O55L:02478:01346,23953889,NCI-RID
11,DEAF1,651480,3p,10522,,R,R,5O55L:00398:01754,23953889,NCI-RID
11,DEAF1,669340,3p,10522,,R,R,5O55L:00718:02396,23953889,NCI-RID
11,DEAF1,675345,3p,10522,,R,R,5O55L:02259:02438,23953889,NCI-RID
11,,765249,5p,,,,R,RSHY_106G_111_071,23953889,NCI-RID
11,,813246,3p,,,,F,GXIEMIS01AVYXF,23953889,NCI-RID
11,AP2A2,931388,3p,161,,F,F,G13FKHM01AV9SC,23953889,NCI-RID
11,AP2A2,955090,3p,161,,F,F,5O55L:01092:00872,23953889,NCI-RID
11,,1352012,3p,,,,F,G13FKHM01ATCEP,23953889,NCI-RID
11,,1543759,3p,,,,R,GXIEMIS01ASHIP,23953889,NCI-RID
11,LSP1,1878192,5p,4046,,F,F,329_Mixed_083,23953889,NCI-RID
11,KCNQ1OT1,2636589,3p,10984,,R,F,GXIEMIS01ABCJA,23953889,NCI-RID
11,NAP1L4,2981210,5p,4676,,R,R,150__079,23953889,NCI-RID
11,NAP1L4,2993702,3p,4676,,R,R,5O55L:00193:00120,23953889,NCI-RID
11,NAP1L4,2997469,3p,4676,,R,R,5O55L:01067:02250,23953889,NCI-RID
11,ZNF195,3395904,3p,7748,,R,F,IBB12C06,23953889,NCI-RID
11,,3534921,3p,,,,F,G13FKHM01A2HNE,23953889,NCI-RID
11,NUP98,3734146,3p,4928,,R,R,ID29D4,23953889,NCI-RID
11,NUP98,3753069,3p,4928,,R,F,5O55L:01925:02026,23953889,NCI-RID
11,NUP98,3773278,3p,4928,,R,F,5O55L:02379:02392,23953889,NCI-RID
11,NUP98,3790542,3p,4928,,R,R,G13FKHM01BPNEO,23953889,NCI-RID
11,NUP98,3800550,3p,4928,,R,R,GXIEMIS01BJCFW,23953889,NCI-RID
11,RHOG,3851383,3p,391,,R,F,G13FKHM01BIGCI,23953889,NCI-RID
11,STIM1,3937456,3p,6786,,F,F,GXIEMIS01ASGXW,23953889,NCI-RID
11,STIM1,3967546,3p,6786,,F,F,5O55L:00677:00877,23953889,NCI-RID
11,STIM1,3994384,3p,6786,,F,R,G13FKHM01AHO3V,23953889,NCI-RID
11,STIM1,4002326,3p,6786,,F,R,G13FKHM01BDACF,23953889,NCI-RID
11,STIM1,4098643,3p,6786,,F,R,GXIEMIS01AZXLE,23953889,NCI-RID
11,RRM1,4147089,5p,6240,,F,F,RSHY_106BN_118_042,23953889,NCI-RID
11,RRM1,4150743,3p,6240,,F,F,5O55L:01884:02385,23953889,NCI-RID
11,TRIM22,5724305,3p,10346,,F,F,G13FKHM01BI8VF,23953889,NCI-RID
11,,5950813,3p,,,,R,G13FKHM01BMX5M,23953889,NCI-RID
11,FAM160A2,6235645,3p,84067,,R,R,G13FKHM01AQSYW,23953889,NCI-RID
11,TRIM3,6485163,3p,10612,,R,R,G13FKHM01BVG6B,23953889,NCI-RID
11,ILK,6625510,3p,3611,,F,R,5O55L:02467:01035,23953889,NCI-RID
11,GVINP1,6738763,3p,,,R,F,GXIEMIS01BPXZJ,23953889,NCI-RID
11,,6757964,3p,,,,F,5O55L:02474:02267,23953889,NCI-RID
11,,6923842,3p,,,,R,G13FKHM01B06G0,23953889,NCI-RID
11,DENND5A,9221789,3p,23258,,R,F,5O55L:02424:01977,23953889,NCI-RID
11,DENND5A,9229033,5p,23258,,R,R,RSHY_106BN_63_047,23953889,NCI-RID
11,DENND5A,9231745,3p,23258,,R,R,5O55L:00385:02276,23953889,NCI-RID
11,DENND5A,9244739,3p,23258,,R,F,5O55L:02088:02215,23953889,NCI-RID
11,IPO7,9421401,3p,10527,,F,F,G13FKHM01ATI3P,23953889,NCI-RID
11,IPO7,9429517,5p,10527,,F,F,RSHY_112C_71_002,23953889,NCI-RID
11,IPO7,9434797,3p,10527,,F,F,GXIEMIS01ALIZW,23953889,NCI-RID
11,ZNF143,9524311,3p,7702,,F,F,G13FKHM01BS3S9,23953889,NCI-RID
11,SWAP70,9699479,3p,23075,,F,R,5O55L:02294:01728,23953889,NCI-RID
11,SWAP70,9700443,3p,23075,,F,F,5O55L:01807:00571,23953889,NCI-RID
11,SWAP70,9701994,3p,23075,,F,F,G13FKHM01BO7PL,23953889,NCI-RID
11,SBF2,9867413,5p,81846,,R,R,160__067,23953889,NCI-RID
11,SBF2,10025918,3p,81846,,R,R,IBB12B07,23953889,NCI-RID
11,SBF2,10152841,3p,81846,,R,F,5O55L:02221:02219,23953889,NCI-RID
11,SBF2,10282452,3p,81846,,R,F,G13FKHM01BR92C,23953889,NCI-RID
11,EIF4G2,10821147,3p,1982,,R,R,ID30A8,23953889,NCI-RID
11,,11741737,3p,,,,R,5O55L:01207:00896,23953889,NCI-RID
11,USP47,11877550,3p,55031,,F,R,G13FKHM01ABZGY,23953889,NCI-RID
11,USP47,11886292,3p,55031,,F,F,GXIEMIS01AU32V,23953889,NCI-RID
11,USP47,11896997,3p,55031,,F,F,5O55L:01024:02331,23953889,NCI-RID
11,USP47,11898582,3p,55031,,F,F,ID8D8,23953889,NCI-RID
11,USP47,11944182,3p,55031,,F,F,G13FKHM01BX3KN,23953889,NCI-RID
11,USP47,11946370,3p,55031,,F,R,IBB3F01,23953889,NCI-RID
11,MICAL2,12158055,3p,9645,,F,F,G13FKHM01BFJTU,23953889,NCI-RID
11,MICAL2,12216311,3p,9645,,F,F,5O55L:02170:01072,23953889,NCI-RID
11,MICAL2,12235185,3p,9645,,F,R,GXIEMIS01BU253,23953889,NCI-RID
11,TEAD1,12788819,3p,7003,,F,R,5O55L:02447:01688,23953889,NCI-RID
11,,13219815,3p,,,,F,G13FKHM01BFNBZ,23953889,NCI-RID
11,,13563007,3p,,,,R,ID5A8,23953889,NCI-RID
11,,13922885,3p,,,,F,G13FKHM01A6YIC,23953889,NCI-RID
11,RRAS2,14349979,3p,22800,,R,F,5O55L:01856:02728,23953889,NCI-RID
11,RRAS2,14373917,3p,22800,,R,R,5O55L:02512:01998,23953889,NCI-RID
11,COPB1,14509758,3p,1315,,R,F,5O55L:00943:00690,23953889,NCI-RID
11,PSMA1,14639020,3p,5682,,R,F,GXIEMIS01ARYED,23953889,NCI-RID
11,PDE3B,14670133,3p,5140,,F,R,G13FKHM01B2HTM,23953889,NCI-RID
11,PDE3B,14790269,3p,5140,,F,R,G13FKHM01AA6J2,23953889,NCI-RID
11,PDE3B,14814663,3p,5140,,F,R,G13FKHM01BX3O8,23953889,NCI-RID
11,INSC,15152478,3p,387755,,F,F,G13FKHM01BO8SY,23953889,NCI-RID
11,,15917569,3p,,,,F,G13FKHM01AI0K1,23953889,NCI-RID
11,SOX6,16232367,3p,55553,,R,F,IBB4E08,23953889,NCI-RID
11,PIK3C2A,17174972,3p,5286,,R,F,ID23C12,23953889,NCI-RID
11,NUCB2,17323300,3p,4925,,F,R,IBB3D08,23953889,NCI-RID
11,SERGEF,17864888,3p,26297,,R,R,G13FKHM01A1F8W,23953889,NCI-RID
11,HPS5,18304935,3p,11234,,R,R,5O55L:01457:01088,23953889,NCI-RID
11,LDHAL6A,18500246,3p,160287,,F,F,5O55L:02534:02020,23953889,NCI-RID
11,NAV2,20061801,3p,89797,,F,F,G13FKHM01BFREM,23953889,NCI-RID
11,NELL1,21512980,3p,4745,,F,R,5O55L:02238:01233,23953889,NCI-RID
11,,21845537,3p,,,,R,IBB16F12,23953889,NCI-RID
11,,22469323,3p,,,,F,5O55L:00948:01279,23953889,NCI-RID
11,,22648965,3p,,,,R,IBB12H05,23953889,NCI-RID
11,,26946011,3p,,,,R,G13FKHM01AE7B7,23953889,NCI-RID
11,,27515162,3p,,,,R,5O55L:01646:02224,23953889,NCI-RID
11,BDNF-AS,27544590,3p,497258,,F,F,G13FKHM01BMIWK,23953889,NCI-RID
11,KIF18A,28069701,3p,81930,,R,R,5O55L:02508:01745,23953889,NCI-RID
11,KIF18A,28100022,3p,81930,,R,R,5O55L:00854:00447,23953889,NCI-RID
11,,28791202,3p,,,,R,G13FKHM01A32BA,23953889,NCI-RID
11,,30717632,3p,,,,F,G13FKHM01BZOUJ,23953889,NCI-RID
11,DNAJC24,31404608,3p,120526,,F,F,5O55L:01834:02642,23953889,NCI-RID
11,DNAJC24,31439105,5p,120526,,F,R,RSHY_BN_281_035,23953889,NCI-RID
11,IMMP1L,31503448,3p,196294,,R,F,5O55L:01648:01721,23953889,NCI-RID
11,IMMP1L,31507371,3p,196294,,R,R,5O55L:01223:02326,23953889,NCI-RID
11,ELP4,31582561,3p,26610,,F,F,G13FKHM01BUUER,23953889,NCI-RID
11,ELP4,31588320,3p,26610,,F,R,G13FKHM01A59N3,23953889,NCI-RID
11,ELP4,31726543,3p,26610,,F,R,GXIEMIS01A5GKZ,23953889,NCI-RID
11,ELP4,31777588,3p,26610,,F,F,GXIEMIS01BL5EF,23953889,NCI-RID
11,CCDC73,32624078,3p,493860,,R,F,5O55L:00292:01470,23953889,NCI-RID
11,,32897887,3p,,,,R,G13FKHM01AC6RR,23953889,NCI-RID
11,QSER1,32949915,3p,79832,,F,F,5O55L:01603:02696,23953889,NCI-RID
11,CSTF3,33146149,3p,1479,,R,R,5O55L:02079:00336,23953889,NCI-RID
11,CSTF3,33152442,3p,1479,,R,F,5O55L:00285:01733,23953889,NCI-RID
11,CSTF3,33173291,3p,1479,,R,F,G13FKHM01AJ2A8,23953889,NCI-RID
11,CAT,34474985,3p,847,,F,R,ID28F6,23953889,NCI-RID
11,PDHX,34982639,3p,8050,,F,F,5O55L:01210:00680,23953889,NCI-RID
11,,35064788,3p,,,,F,GXIEMIS01ALP0J,23953889,NCI-RID
11,CD44,35182331,3p,960,,F,R,IBB7E12,23953889,NCI-RID
11,CD44,35210806,3p,960,,F,R,G13FKHM01AYWK5,23953889,NCI-RID
11,CD44,35220468,3p,960,,F,R,5O55L:02063:00468,23953889,NCI-RID
11,SLC1A2,35287578,3p,6506,,R,R,5O55L:00673:01353,23953889,NCI-RID
11,TRIM44,35803931,3p,54765,,F,R,5O55L:00787:00458,23953889,NCI-RID
11,RAG1,36591843,3p,5896,,F,R,IBB12H01,23953889,NCI-RID
11,,37099989,3p,,,,R,5O55L:01976:01148,23953889,NCI-RID
11,,37432184,3p,,,,F,5O55L:01236:01324,23953889,NCI-RID
11,,38332177,3p,,,,F,5O55L:01171:01062,23953889,NCI-RID
11,,38884082,3p,,,,R,GXIEMIS01BA3PX,23953889,NCI-RID
11,,39390546,3p,,,,F,5O55L:00770:00238,23953889,NCI-RID
11,,39497230,3p,,,,F,5O55L:02131:01669,23953889,NCI-RID
11,LRRC4C,40733821,3p,57689,,R,F,5O55L:00871:01042,23953889,NCI-RID
11,LRRC4C,40942269,3p,57689,,R,F,G13FKHM01BCUBF,23953889,NCI-RID
11,LRRC4C,41278803,3p,57689,,R,F,G13FKHM01BELOM,23953889,NCI-RID
11,PHF21A,46060644,3p,51317,,R,F,5O55L:01034:02542,23953889,NCI-RID
11,PHF21A,46099175,3p,51317,,R,R,5O55L:02180:02058,23953889,NCI-RID
11,PHF21A,46111679,3p,51317,,R,F,G13FKHM01A50DX,23953889,NCI-RID
11,PHF21A,46128713,3p,51317,,R,F,5O55L:01059:01081,23953889,NCI-RID
11,PHF21A,46128972,3p,51317,,R,R,G13FKHM01AZHIY,23953889,NCI-RID
11,PHF21A,46134441,3p,51317,,R,R,5O55L:02367:01919,23953889,NCI-RID
11,PHF21A,46136162,3p,51317,,R,R,GXIEMIS01BZRA0,23953889,NCI-RID
11,AMBRA1,46463564,3p,55626,,R,R,5O55L:01155:02579,23953889,NCI-RID
11,AMBRA1,46498282,3p,55626,,R,F,5O55L:01881:02567,23953889,NCI-RID
11,AMBRA1,46501014,3p,55626,,R,R,GXIEMIS01AXTM4,23953889,NCI-RID
11,ATG13,46666985,3p,9776,,F,F,G13FKHM01BHHIN,23953889,NCI-RID
11,ATG13,46687844,3p,9776,,F,R,5O55L:01899:02645,23953889,NCI-RID
11,ARHGAP1,46704656,3p,392,,R,F,5O55L:01527:01362,23953889,NCI-RID
11,CKAP5,46820696,3p,9793,,R,F,5O55L:02368:02612,23953889,NCI-RID
11,CKAP5,46821641,3p,9793,,R,F,5O55L:01254:01104,23953889,NCI-RID
11,LRP4,46924952,3p,4038,,R,R,5O55L:01745:00175,23953889,NCI-RID
11,MADD,47298948,3p,8567,,F,F,G13FKHM01AWRHN,23953889,NCI-RID
11,MADD,47321812,3p,8567,,F,R,5O55L:01284:01678,23953889,NCI-RID
11,MADD,47332534,3p,8567,,F,F,5O55L:02339:01788,23953889,NCI-RID
11,,47423962,3p,,,,F,G13FKHM01A4BVV,23953889,NCI-RID
11,CELF1,47494316,3p,10658,,R,R,5O55L:01845:01354,23953889,NCI-RID
11,CELF1,47537411,3p,10658,,R,F,GXIEMIS01AMOQC,23953889,NCI-RID
11,CELF1,47539154,3p,10658,,R,R,ID8D12,23953889,NCI-RID
11,CELF1,47547977,3p,10658,,R,F,ID30E5,23953889,NCI-RID
11,CELF1,47560307,3p,10658,,R,F,GXIEMIS01AU0O2,23953889,NCI-RID
11,KBTBD4,47597644,3p,55709,,R,R,5O55L:02323:01797,23953889,NCI-RID
11,,47668565,3p,,,,F,5O55L:01273:02456,23953889,NCI-RID
11,FNBP4,47748014,3p,23360,,R,F,5O55L:02458:02048,23953889,NCI-RID
11,FNBP4,47761733,3p,23360,,R,F,G13FKHM01BFGNX,23953889,NCI-RID
11,,47920415,3p,,,,R,5O55L:01221:02023,23953889,NCI-RID
11,,48812439,3p,,,,R,G13FKHM01AYZD1,23953889,NCI-RID
11,,50211813,3p,,,,R,5O55L:02317:00584,23953889,NCI-RID
11,,50627871,3p,,,,F,5O55L:01770:01531,23953889,NCI-RID
11,,51365655,3p,,,,R,IBB7A02,23953889,NCI-RID
11,,56048248,3p,,,,F,G13FKHM01B0D4I,23953889,NCI-RID
11,,56184080,3p,,,,R,5O55L:02380:00776,23953889,NCI-RID
11,,56191406,3p,,,,F,5O55L:00580:00899,23953889,NCI-RID
11,TIMM10,57296548,3p,26519,,R,F,G13FKHM01BTLEL,23953889,NCI-RID
11,ZDHHC5,57455073,3p,25921,,F,F,GXIEMIS01BUWT6,23953889,NCI-RID
11,LPXN,58315914,3p,9404,,R,R,GXIEMIS01ABDIV,23953889,NCI-RID
11,LPXN,58326221,3p,9404,,R,F,G13FKHM01BWKUV,23953889,NCI-RID
11,LPXN,58339117,3p,9404,,R,F,5O55L:01423:02729,23953889,NCI-RID
11,ZFP91-CNTF,58351350,3p,386607,,F,R,G13FKHM01BTCTJ,23953889,NCI-RID
11,ZFP91-CNTF,58352496,3p,386607,,F,F,G13FKHM01BJSJJ,23953889,NCI-RID
11,ZFP91-CNTF,58353460,3p,386607,,F,R,5O55L:02525:01816,23953889,NCI-RID
11,ZFP91-CNTF,58355250,3p,386607,,F,R,G13FKHM01AJCML,23953889,NCI-RID
11,LOC283194,58771648,3p,283194,,R,F,5O55L:01172:01739,23953889,NCI-RID
11,FAM111B,58887449,3p,374393,,F,R,5O55L:01643:01375,23953889,NCI-RID
11,,58906886,3p,,,,R,5O55L:00727:00994,23953889,NCI-RID
11,,59011122,3p,,,,F,GXIEMIS01BAS4I,23953889,NCI-RID
11,OSBP,59358723,3p,5007,,R,F,5O55L:02431:02124,23953889,NCI-RID
11,PATL1,59425210,3p,219988,,R,R,G13FKHM01AS2V1,23953889,NCI-RID
11,PATL1,59430693,5p,219988,,R,R,RSHY_106BN14__046,23953889,NCI-RID
11,CD6,60759683,3p,923,,F,F,G13FKHM01BGI41,23953889,NCI-RID
11,CD6,60759835,3p,923,,F,F,G13FKHM01B3YE7,23953889,NCI-RID
11,CD6,60760483,3p,923,,F,R,5O55L:02502:01752,23953889,NCI-RID
11,CD6,60762087,3p,923,,F,R,G13FKHM01AD26G,23953889,NCI-RID
11,CD6,60766759,3p,923,,F,F,5O55L:02404:01711,23953889,NCI-RID
11,CD6,60766828,3p,923,,F,R,G13FKHM01BPRUY,23953889,NCI-RID
11,CD6,60767805,3p,923,,F,F,G13FKHM01BMEGS,23953889,NCI-RID
11,,60811717,3p,,,,R,5O55L:02071:01071,23953889,NCI-RID
11,,60811911,3p,,,,F,5O55L:01976:01960,23953889,NCI-RID
11,,60842258,3p,,,,F,5O55L:02284:01208,23953889,NCI-RID
11,,60842758,3p,,,,F,5O55L:01711:01533,23953889,NCI-RID
11,,60845219,3p,,,,F,5O55L:00879:01222,23953889,NCI-RID
11,CPSF7,61170634,3p,79869,,R,R,5O55L:00581:01980,23953889,NCI-RID
11,,62032342,3p,,,,R,G13FKHM01AL3AF,23953889,NCI-RID
11,EEF1G,62338238,3p,1937,,R,R,5O55L:02221:01841,23953889,NCI-RID
11,EEF1G,62338613,3p,1937,,R,F,IBB2D7,23953889,NCI-RID
11,TUT1,62352186,3p,64852,,R,F,G13FKHM01AT5KO,23953889,NCI-RID
11,TUT1,62353509,5p,64852,,R,F,206__022,23953889,NCI-RID
11,GANAB,62404709,3p,23193,,R,R,5O55L:00736:01789,23953889,NCI-RID
11,GANAB,62408286,3p,23193,,R,R,G13FKHM01AWBO4,23953889,NCI-RID
11,HNRNPUL2,62480878,3p,221092,,R,R,G13FKHM01AS920,23953889,NCI-RID
11,HNRNPUL2,62485125,3p,221092,,R,R,5O55L:01916:01096,23953889,NCI-RID
11,HNRNPUL2,62489588,3p,221092,,R,R,G13FKHM01BR0IP,23953889,NCI-RID
11,TTC9C,62506048,3p,283237,,F,F,G13FKHM01ABDB7,23953889,NCI-RID
11,STX5,62585326,3p,6811,,R,R,5O55L:02383:00992,23953889,NCI-RID
11,WDR74,62603516,3p,54663,,R,R,5O55L:02431:01690,23953889,NCI-RID
11,SLC22A25,62985777,3p,387601,,R,F,G13FKHM01BL89U,23953889,NCI-RID
11,,63291554,5p,,,,R,RSHY_BN_276_045,23953889,NCI-RID
11,,63294864,3p,,,,R,G13FKHM01BI2QQ,23953889,NCI-RID
11,RARRES3,63310181,3p,5920,,F,F,G13FKHM01BKKP0,23953889,NCI-RID
11,ATL3,63418249,3p,25923,,R,R,GXIEMIS01AUHBC,23953889,NCI-RID
11,ATL3,63418961,3p,25923,,R,F,G13FKHM01AF6SJ,23953889,NCI-RID
11,ATL3,63419700,5p,25923,,R,F,RSHY_106N75__075,23953889,NCI-RID
11,RTN3,63462650,3p,10313,,F,R,ID1G1,23953889,NCI-RID
11,RTN3,63471369,3p,10313,,F,F,5O55L:01070:00258,23953889,NCI-RID
11,RTN3,63476163,3p,10313,,F,R,GXIEMIS01BOLQ4,23953889,NCI-RID
11,RTN3,63483785,3p,10313,,F,F,G13FKHM01APKNV,23953889,NCI-RID
11,RTN3,63490278,3p,10313,,F,F,IBB1D5,23953889,NCI-RID
11,MARK2,63614739,3p,2011,,F,F,GXIEMIS01AEZAF,23953889,NCI-RID
11,MARK2,63620749,3p,2011,,F,F,5O55L:01365:01708,23953889,NCI-RID
11,MARK2,63620854,3p,2011,,F,F,GXIEMIS01ANJNZ,23953889,NCI-RID
11,MARK2,63620951,3p,2011,,F,F,GXIEMIS01A1VI1,23953889,NCI-RID
11,MARK2,63623472,3p,2011,,F,F,G13FKHM01ATDLM,23953889,NCI-RID
11,MARK2,63626460,5p,2011,,F,R,156__075,23953889,NCI-RID
11,MARK2,63628189,3p,2011,,F,F,5O55L:00856:01685,23953889,NCI-RID
11,MARK2,63628307,3p,2011,,F,F,G13FKHM01ALPGU,23953889,NCI-RID
11,MARK2,63628948,3p,2011,,F,R,GXIEMIS01BI5CC,23953889,NCI-RID
11,MARK2,63633093,3p,2011,,F,R,G13FKHM01BMX60,23953889,NCI-RID
11,MARK2,63644103,3p,2011,,F,R,G13FKHM01APELC,23953889,NCI-RID
11,MARK2,63647913,3p,2011,,F,F,G13FKHM01AA5YB,23953889,NCI-RID
11,,63972631,5p,,,,F,RSHY_106G_104_054,23953889,NCI-RID
11,FERMT3,63981304,5p,83706,,F,F,124__064,23953889,NCI-RID
11,FERMT3,63983156,3p,83706,,F,F,G13FKHM01AQ1ZE,23953889,NCI-RID
11,,64092057,3p,,,,R,5O55L:00718:00700,23953889,NCI-RID
11,,64271323,3p,,,,R,IBB4G07,23953889,NCI-RID
11,RASGRP2,64501039,3p,10235,,R,R,G13FKHM01AQV03,23953889,NCI-RID
11,SF1,64535783,3p,7536,,R,F,G13FKHM01BI9RH,23953889,NCI-RID
11,SF1,64539715,3p,7536,,R,F,G13FKHM01A2HK0,23953889,NCI-RID
11,SF1,64541240,3p,7536,,R,F,GXIEMIS01APXA1,23953889,NCI-RID
11,SF1,64541706,3p,7536,,R,R,5O55L:01947:01250,23953889,NCI-RID
11,SF1,64542094,3p,7536,,R,R,G13FKHM01AWLA7,23953889,NCI-RID
11,SF1,64542498,3p,7536,,R,F,ID26D11,23953889,NCI-RID
11,SF1,64543969,3p,7536,,R,F,5O55L:02162:01591,23953889,NCI-RID
11,,64548093,3p,,,,F,5O55L:02367:01953,23953889,NCI-RID
11,,64552345,3p,,,,F,G13FKHM01BFUNV,23953889,NCI-RID
11,,64552687,3p,,,,F,G13FKHM01BG4NX,23953889,NCI-RID
11,EHD1,64629109,3p,10938,,R,F,GXIEMIS01BCXUT,23953889,NCI-RID
11,EHD1,64633638,3p,10938,,R,F,GXIEMIS01BLDD6,23953889,NCI-RID
11,EHD1,64633842,3p,10938,,R,F,GXIEMIS01AERVC,23953889,NCI-RID
11,EHD1,64636684,3p,10938,,R,R,GXIEMIS01BBYCA,23953889,NCI-RID
11,EHD1,64639256,3p,10938,,R,F,GXIEMIS01AYS0M,23953889,NCI-RID
11,EHD1,64639974,3p,10938,,R,F,5O55L:02415:00808,23953889,NCI-RID
11,CDCA5,64846334,3p,113130,,R,R,IBB3C04,23953889,NCI-RID
11,VPS51,64867910,3p,738,,F,R,G13FKHM01BE7MP,23953889,NCI-RID
11,VPS51,64869634,5p,738,,F,R,RSHY_106G_124_093,23953889,NCI-RID
11,VPS51,64871916,5p,738,,F,F,RSHY_112C_76_023,23953889,NCI-RID
11,CAPN1,64963432,3p,823,,F,F,5O55L:02382:01871,23953889,NCI-RID
11,CAPN1,64963436,3p,823,,F,R,GXIEMIS01AVGFH,23953889,NCI-RID
11,CAPN1,64963504,3p,823,,F,R,GXIEMIS01BNABT,23953889,NCI-RID
11,CAPN1,64963505,3p,823,,F,F,G13FKHM01BDNMC,23953889,NCI-RID
11,CAPN1,64965584,3p,823,,F,R,5O55L:00037:00984,23953889,NCI-RID
11,POLA2,65037620,3p,23649,,F,F,GXIEMIS01AZ7IP,23953889,NCI-RID
11,POLA2,65044415,3p,23649,,F,R,5O55L:02067:02139,23953889,NCI-RID
11,POLA2,65048463,3p,23649,,F,F,5O55L:02269:00610,23953889,NCI-RID
11,,65067739,5p,,,,R,RSHY_106G_127_087,23953889,NCI-RID
11,FRMD8,65177471,3p,83786,,F,R,5O55L:01189:00946,23953889,NCI-RID
11,,65194482,3p,,,,R,GXIEMIS01AXXOS,23953889,NCI-RID
11,,65196692,3p,,,,R,5O55L:02175:00864,23953889,NCI-RID
11,,65199900,3p,,,,F,GXIEMIS01AZT21,23953889,NCI-RID
11,,65200667,3p,,,,F,GXIEMIS01A1E8V,23953889,NCI-RID
11,,65203691,3p,,,,F,5O55L:01203:01713,23953889,NCI-RID
11,,65205959,3p,,,,F,GXIEMIS01A1O70,23953889,NCI-RID
11,,65205962,3p,,,,R,5O55L:01286:01053,23953889,NCI-RID
11,,65206959,3p,,,,R,GXIEMIS01BFP7Y,23953889,NCI-RID
11,,65208191,5p,,,,R,RSHY_106_N18_029,23953889,NCI-RID
11,,65211174,3p,,,,F,GXIEMIS01BXWMS,23953889,NCI-RID
11,,65229094,3p,,,,R,5O55L:00539:00939,23953889,NCI-RID
11,,65237755,3p,,,,R,GXIEMIS01AML7L,23953889,NCI-RID
11,,65260881,3p,,,,F,G13FKHM01B02QM,23953889,NCI-RID
11,MALAT1,65267710,3p,378938,,F,R,GXIEMIS01AVS28,23953889,NCI-RID
11,LOC100996467,65270241,3p,,,R,R,G13FKHM01AY8CR,23953889,NCI-RID
11,LOC100996467,65270770,3p,,,R,R,G13FKHM01AP30H,23953889,NCI-RID
11,LOC100996467,65270853,3p,,,R,F,GXIEMIS01ARU6I,23953889,NCI-RID
11,MALAT1,65273067,3p,378938,,F,R,G13FKHM01BZB9J,23953889,NCI-RID
11,MALAT1,65273226,5p,378938,,F,R,RSHY_BN_366_079,23953889,NCI-RID
11,MALAT1,65273346,3p,378938,,F,R,G13FKHM01BEO30,23953889,NCI-RID
11,,65287131,3p,,,,F,G13FKHM01AH4NW,23953889,NCI-RID
11,SCYL1,65294778,3p,57410,,F,F,5O55L:01694:00527,23953889,NCI-RID
11,,65332335,3p,,,,R,G13FKHM01BJ710,23953889,NCI-RID
11,,65333352,3p,,,,F,5O55L:01518:00274,23953889,NCI-RID
11,,65334936,3p,,,,R,5O55L:00662:00281,23953889,NCI-RID
11,SIPA1,65410545,5p,6494,,F,R,RSHY_106BG_124_019,23953889,NCI-RID
11,,65434204,3p,,,,F,5O55L:00638:01947,23953889,NCI-RID
11,SNX32,65606329,3p,254122,,F,F,G13FKHM01BZILH,23953889,NCI-RID
11,MUS81,65632408,3p,80198,,F,R,5O55L:01055:01975,23953889,NCI-RID
11,MUS81,65632913,3p,80198,,F,R,GXIEMIS01BF5Z2,23953889,NCI-RID
11,,65762276,3p,,,,R,G13FKHM01APQOM,23953889,NCI-RID
11,EIF1AD,65767520,3p,84285,,R,F,G13FKHM01AEICV,23953889,NCI-RID
11,SF3B2,65831901,3p,10992,,F,F,IBB3H07,23953889,NCI-RID
11,PACS1,65843039,3p,55690,,F,F,5O55L:02130:02702,23953889,NCI-RID
11,PACS1,65843538,3p,55690,,F,R,GXIEMIS01BXTKR,23953889,NCI-RID
11,PACS1,65844365,3p,55690,,F,F,G13FKHM01BY8EG,23953889,NCI-RID
11,PACS1,65846470,3p,55690,,F,F,G13FKHM01BZIC5,23953889,NCI-RID
11,PACS1,65846701,5p,55690,,F,F,10__059,23953889,NCI-RID
11,PACS1,65851726,3p,55690,,F,R,G13FKHM01B2BSH,23953889,NCI-RID
